Corpus,InfMorpho,FreqCount,WDNoSLE,TypeCont,PhonEnd,OrthCont,Unit,TotalFreq,UnitFreq,UnitProb
ManG1,Uninflected,Token,ALL,TR,V+R,,ds,402407.36,16.45,.00004089
ManG1,Uninflected,Token,ALL,TR,V+R,,ts,402407.36,8.05,.00002000
ManG1,Uninflected,Token,ALL,TR,V+R,,b,402407.36,5.42,.00001347
ManG1,Uninflected,Token,ALL,TR,V+R,,ch,402407.36,0.52,.00000130
ManG1,Uninflected,Token,SUB,TR,V+R,,s,113055.27,38417.70,.33981340
ManG1,Uninflected,Token,SUB,TR,V+R,,t,113055.27,34992.02,.30951252
ManG1,Uninflected,Token,SUB,TR,V+R,,e,113055.27,25241.24,.22326463
ManG1,Uninflected,Token,SUB,TR,V+R,,d,113055.27,5146.11,.04551850
ManG1,Uninflected,Token,SUB,TR,V+R,,x,113055.27,3781.57,.03344883
ManG1,Uninflected,Token,SUB,TR,V+R,,p,113055.27,2649.96,.02343948
ManG1,Uninflected,Token,SUB,TR,V+R,,ps,113055.27,1032.12,.00912938
ManG1,Uninflected,Token,SUB,TR,V+R,,c,113055.27,592.79,.00524333
ManG1,Uninflected,Token,SUB,TR,V+R,,r,113055.27,430.48,.00380767
ManG1,Uninflected,Token,SUB,TR,V+R,,g,113055.27,306.85,.00271413
ManG1,Uninflected,Token,SUB,TR,V+R,,l,113055.27,218.00,.00192825
ManG1,Uninflected,Token,SUB,TR,V+R,,z,113055.27,119.07,.00105321
ManG1,Uninflected,Token,SUB,TR,V+R,,gt,113055.27,96.93,.00085740
ManG1,Uninflected,Token,SUB,TR,V+R,,ds,113055.27,16.45,.00014554
ManG1,Uninflected,Token,SUB,TR,V+R,,ts,113055.27,8.05,.00007118
ManG1,Uninflected,Token,SUB,TR,V+R,,b,113055.27,5.42,.00004793
ManG1,Uninflected,Token,SUB,TR,V+R,,ch,113055.27,0.52,.00000462
ManG1,Inflected,Type,ALL,TR,V+R,,#,4208,1561,.37096008
ManG1,Inflected,Type,ALL,TR,V+R,,s,4208,813,.19320342
ManG1,Inflected,Type,ALL,TR,V+R,,t,4208,621,.14757605
ManG1,Inflected,Type,ALL,TR,V+R,,e,4208,433,.10289924
ManG1,Inflected,Type,ALL,TR,V+R,,ent,4208,245,.05822243
ManG1,Inflected,Type,ALL,TR,V+R,,es,4208,236,.05608365
ManG1,Inflected,Type,ALL,TR,V+R,,ts,4208,139,.03303232
ManG1,Inflected,Type,ALL,TR,V+R,,x,4208,77,.01829848
ManG1,Inflected,Type,ALL,TR,V+R,,ds,4208,35,.00831749
ManG1,Inflected,Type,ALL,TR,V+R,,d,4208,24,.00570342
ManG1,Inflected,Type,ALL,TR,V+R,,cs,4208,5,.00118821
ManG1,Inflected,Type,ALL,TR,V+R,,ps,4208,5,.00118821
ManG1,Inflected,Type,ALL,TR,V+R,,ls,4208,4,.00095057
ManG1,Inflected,Type,ALL,TR,V+R,,gs,4208,3,.00071293
ManG1,Inflected,Type,ALL,TR,V+R,,fs,4208,2,.00047529
ManG1,Inflected,Type,ALL,TR,V+R,,bs,4208,1,.00023764
ManG1,Inflected,Type,ALL,TR,V+R,,ës,4208,1,.00023764
ManG1,Inflected,Type,ALL,TR,V+R,,gts,4208,1,.00023764
ManG1,Inflected,Type,ALL,TR,V+R,,pt,4208,1,.00023764
ManG1,Inflected,Type,ALL,TR,V+R,,rs,4208,1,.00023764
ManG1,Inflected,Type,SUB,TR,V+R,,s,2647,813,.30714016
ManG1,Inflected,Type,SUB,TR,V+R,,t,2647,621,.23460521
ManG1,Inflected,Type,SUB,TR,V+R,,e,2647,433,.16358141
ManG1,Inflected,Type,SUB,TR,V+R,,ent,2647,245,.09255761
ManG1,Inflected,Type,SUB,TR,V+R,,es,2647,236,.08915754
ManG1,Inflected,Type,SUB,TR,V+R,,ts,2647,139,.05251228
ManG1,Inflected,Type,SUB,TR,V+R,,x,2647,77,.02908954
ManG1,Inflected,Type,SUB,TR,V+R,,ds,2647,35,.01322252
ManG1,Inflected,Type,SUB,TR,V+R,,d,2647,24,.00906687
ManG1,Inflected,Type,SUB,TR,V+R,,cs,2647,5,.00188893
ManG1,Inflected,Type,SUB,TR,V+R,,ps,2647,5,.00188893
ManG1,Inflected,Type,SUB,TR,V+R,,ls,2647,4,.00151114
ManG1,Inflected,Type,SUB,TR,V+R,,gs,2647,3,.00113336
ManG1,Inflected,Type,SUB,TR,V+R,,fs,2647,2,.00075557
ManG1,Inflected,Type,SUB,TR,V+R,,bs,2647,1,.00037779
ManG1,Inflected,Type,SUB,TR,V+R,,ës,2647,1,.00037779
ManG1,Inflected,Type,SUB,TR,V+R,,gts,2647,1,.00037779
ManG1,Inflected,Type,SUB,TR,V+R,,pt,2647,1,.00037779
ManG1,Inflected,Type,SUB,TR,V+R,,rs,2647,1,.00037779
ManG1,Inflected,Token,ALL,TR,V+R,,#,202847.57,126181.54,.62205100
ManG1,Inflected,Token,ALL,TR,V+R,,t,202847.57,27493.07,.13553562
ManG1,Inflected,Token,ALL,TR,V+R,,s,202847.57,18061.14,.08903797
ManG1,Inflected,Token,ALL,TR,V+R,,e,202847.57,14314.81,.07056930
ManG1,Inflected,Token,ALL,TR,V+R,,x,202847.57,4769.82,.02351430
ManG1,Inflected,Token,ALL,TR,V+R,,ts,202847.57,4671.66,.02303038
ManG1,Inflected,Token,ALL,TR,V+R,,es,202847.57,2972.85,.01465557
ManG1,Inflected,Token,ALL,TR,V+R,,d,202847.57,1762.67,.00868963
ManG1,Inflected,Token,ALL,TR,V+R,,ent,202847.57,1140.10,.00562047
ManG1,Inflected,Token,ALL,TR,V+R,,ds,202847.57,701.32,.00345738
ManG1,Inflected,Token,ALL,TR,V+R,,fs,202847.57,354.90,.00174961
ManG1,Inflected,Token,ALL,TR,V+R,,ps,202847.57,192.39,.00094842
ManG1,Inflected,Token,ALL,TR,V+R,,cs,202847.57,88.01,.00043388
ManG1,Inflected,Token,ALL,TR,V+R,,ls,202847.57,41.74,.00020579
ManG1,Inflected,Token,ALL,TR,V+R,,rs,202847.57,36.85,.00018167
ManG1,Inflected,Token,ALL,TR,V+R,,gts,202847.57,36.13,.00017811
ManG1,Inflected,Token,ALL,TR,V+R,,gs,202847.57,27.30,.00013457
ManG1,Inflected,Token,ALL,TR,V+R,,bs,202847.57,0.61,.00000299
ManG1,Inflected,Token,ALL,TR,V+R,,pt,202847.57,0.38,.00000186
ManG1,Inflected,Token,ALL,TR,V+R,,ës,202847.57,0.30,.00000147
ManG1,Inflected,Token,SUB,TR,V+R,,t,76666.04,27493.07,.35860822
ManG1,Inflected,Token,SUB,TR,V+R,,s,76666.04,18061.14,.23558198
ManG1,Inflected,Token,SUB,TR,V+R,,e,76666.04,14314.81,.18671646
ManG1,Inflected,Token,SUB,TR,V+R,,x,76666.04,4769.82,.06221553
ManG1,Inflected,Token,SUB,TR,V+R,,ts,76666.04,4671.66,.06093514
ManG1,Inflected,Token,SUB,TR,V+R,,es,76666.04,2972.85,.03877659
ManG1,Inflected,Token,SUB,TR,V+R,,d,76666.04,1762.67,.02299155
ManG1,Inflected,Token,SUB,TR,V+R,,ent,76666.04,1140.10,.01487097
ManG1,Inflected,Token,SUB,TR,V+R,,ds,76666.04,701.32,.00914775
ManG1,Inflected,Token,SUB,TR,V+R,,fs,76666.04,354.90,.00462923
ManG1,Inflected,Token,SUB,TR,V+R,,ps,76666.04,192.39,.00250940
ManG1,Inflected,Token,SUB,TR,V+R,,cs,76666.04,88.01,.00114800
ManG1,Inflected,Token,SUB,TR,V+R,,ls,76666.04,41.74,.00054449
ManG1,Inflected,Token,SUB,TR,V+R,,rs,76666.04,36.85,.00048068
ManG1,Inflected,Token,SUB,TR,V+R,,gts,76666.04,36.13,.00047125
ManG1,Inflected,Token,SUB,TR,V+R,,gs,76666.04,27.30,.00035605
ManG1,Inflected,Token,SUB,TR,V+R,,bs,76666.04,0.61,.00000790
ManG1,Inflected,Token,SUB,TR,V+R,,pt,76666.04,0.38,.00000493
ManG1,Inflected,Token,SUB,TR,V+R,,ës,76666.04,0.30,.00000388
ManG2,All Words,Type,ALL,TR,V+R,,#,10985,4302,.39162494
ManG2,All Words,Type,ALL,TR,V+R,,t,10985,1874,.17059627
ManG2,All Words,Type,ALL,TR,V+R,,s,10985,1717,.15630405
ManG2,All Words,Type,ALL,TR,V+R,,e,10985,1307,.11898043
ManG2,All Words,Type,ALL,TR,V+R,,ent,10985,536,.04879381
ManG2,All Words,Type,ALL,TR,V+R,,es,10985,535,.04870278
ManG2,All Words,Type,ALL,TR,V+R,,ts,10985,267,.02430587
ManG2,All Words,Type,ALL,TR,V+R,,x,10985,201,.01829768
ManG2,All Words,Type,ALL,TR,V+R,,d,10985,98,.00892126
ManG2,All Words,Type,ALL,TR,V+R,,ds,10985,64,.00582613
ManG2,All Words,Type,ALL,TR,V+R,,g,10985,11,.00100137
ManG2,All Words,Type,ALL,TR,V+R,,c,10985,10,.00091033
ManG2,All Words,Type,ALL,TR,V+R,,cs,10985,10,.00091033
ManG2,All Words,Type,ALL,TR,V+R,,ps,10985,10,.00091033
ManG2,All Words,Type,ALL,TR,V+R,,p,10985,9,.00081930
ManG2,All Words,Type,ALL,TR,V+R,,l,10985,7,.00063723
ManG2,All Words,Type,ALL,TR,V+R,,fs,10985,4,.00036413
ManG2,All Words,Type,ALL,TR,V+R,,gs,10985,4,.00036413
ManG2,All Words,Type,ALL,TR,V+R,,ls,10985,4,.00036413
ManG2,All Words,Type,ALL,TR,V+R,,b,10985,2,.00018207
ManG2,All Words,Type,ALL,TR,V+R,,gt,10985,2,.00018207
ManG2,All Words,Type,ALL,TR,V+R,,rs,10985,2,.00018207
ManG2,All Words,Type,ALL,TR,V+R,,bs,10985,1,.00009103
ManG2,All Words,Type,ALL,TR,V+R,,ch,10985,1,.00009103
ManG2,All Words,Type,ALL,TR,V+R,,ct,10985,1,.00009103
ManG2,All Words,Type,ALL,TR,V+R,,ë,10985,1,.00009103
ManG2,All Words,Type,ALL,TR,V+R,,f,10985,1,.00009103
ManG2,All Words,Type,ALL,TR,V+R,,gts,10985,1,.00009103
ManG2,All Words,Type,ALL,TR,V+R,,pt,10985,1,.00009103
ManG2,All Words,Type,ALL,TR,V+R,,r,10985,1,.00009103
ManG2,All Words,Type,ALL,TR,V+R,,z,10985,1,.00009103
ManG2,All Words,Type,SUB,TR,V+R,,t,6683,1874,.28041299
ManG2,All Words,Type,SUB,TR,V+R,,s,6683,1717,.25692054
ManG2,All Words,Type,SUB,TR,V+R,,e,6683,1307,.19557085
ManG2,All Words,Type,SUB,TR,V+R,,ent,6683,536,.08020350
ManG2,All Words,Type,SUB,TR,V+R,,es,6683,535,.08005387
ManG2,All Words,Type,SUB,TR,V+R,,ts,6683,267,.03995212
ManG2,All Words,Type,SUB,TR,V+R,,x,6683,201,.03007631
ManG2,All Words,Type,SUB,TR,V+R,,d,6683,98,.01466407
ManG2,All Words,Type,SUB,TR,V+R,,ds,6683,64,.00957654
ManG2,All Words,Type,SUB,TR,V+R,,g,6683,11,.00164597
ManG2,All Words,Type,SUB,TR,V+R,,c,6683,10,.00149633
ManG2,All Words,Type,SUB,TR,V+R,,cs,6683,10,.00149633
ManG2,All Words,Type,SUB,TR,V+R,,ps,6683,10,.00149633
ManG2,All Words,Type,SUB,TR,V+R,,p,6683,9,.00134670
ManG2,All Words,Type,SUB,TR,V+R,,l,6683,7,.00104743
ManG2,All Words,Type,SUB,TR,V+R,,fs,6683,4,.00059853
ManG2,All Words,Type,SUB,TR,V+R,,gs,6683,4,.00059853
ManG2,All Words,Type,SUB,TR,V+R,,ls,6683,4,.00059853
ManG2,All Words,Type,SUB,TR,V+R,,b,6683,2,.00029927
ManG2,All Words,Type,SUB,TR,V+R,,gt,6683,2,.00029927
ManG2,All Words,Type,SUB,TR,V+R,,rs,6683,2,.00029927
ManG2,All Words,Type,SUB,TR,V+R,,bs,6683,1,.00014963
ManG2,All Words,Type,SUB,TR,V+R,,ch,6683,1,.00014963
ManG2,All Words,Type,SUB,TR,V+R,,ct,6683,1,.00014963
ManG2,All Words,Type,SUB,TR,V+R,,ë,6683,1,.00014963
ManG2,All Words,Type,SUB,TR,V+R,,f,6683,1,.00014963
ManG2,All Words,Type,SUB,TR,V+R,,gts,6683,1,.00014963
ManG2,All Words,Type,SUB,TR,V+R,,pt,6683,1,.00014963
ManG2,All Words,Type,SUB,TR,V+R,,r,6683,1,.00014963
ManG2,All Words,Type,SUB,TR,V+R,,z,6683,1,.00014963
ManG2,All Words,Token,ALL,TR,V+R,,#,611241.85,409380.21,.66975161
ManG2,All Words,Token,ALL,TR,V+R,,s,611241.85,68117.19,.11144065
ManG2,All Words,Token,ALL,TR,V+R,,t,611241.85,57592.95,.09422285
ManG2,All Words,Token,ALL,TR,V+R,,e,611241.85,34207.43,.05596382
ManG2,All Words,Token,ALL,TR,V+R,,x,611241.85,11230.80,.01837374
ManG2,All Words,Token,ALL,TR,V+R,,ts,611241.85,8014.66,.01311209
ManG2,All Words,Token,ALL,TR,V+R,,d,611241.85,7281.48,.01191261
ManG2,All Words,Token,ALL,TR,V+R,,es,611241.85,4588.75,.00750725
ManG2,All Words,Token,ALL,TR,V+R,,p,611241.85,2865.98,.00468878
ManG2,All Words,Token,ALL,TR,V+R,,ent,611241.85,2204.67,.00360687
ManG2,All Words,Token,ALL,TR,V+R,,ps,611241.85,1893.37,.00309757
ManG2,All Words,Token,ALL,TR,V+R,,ds,611241.85,1296.12,.00212048
ManG2,All Words,Token,ALL,TR,V+R,,r,611241.85,626.44,.00102486
ManG2,All Words,Token,ALL,TR,V+R,,c,611241.85,544.24,.00089038
ManG2,All Words,Token,ALL,TR,V+R,,g,611241.85,359.59,.00058829
ManG2,All Words,Token,ALL,TR,V+R,,fs,611241.85,213.89,.00034993
ManG2,All Words,Token,ALL,TR,V+R,,l,611241.85,211.07,.00034531
ManG2,All Words,Token,ALL,TR,V+R,,cs,611241.85,156.44,.00025594
ManG2,All Words,Token,ALL,TR,V+R,,gts,611241.85,110.65,.00018102
ManG2,All Words,Token,ALL,TR,V+R,,gt,611241.85,98.17,.00016061
ManG2,All Words,Token,ALL,TR,V+R,,gs,611241.85,87.83,.00014370
ManG2,All Words,Token,ALL,TR,V+R,,ls,611241.85,78.22,.00012798
ManG2,All Words,Token,ALL,TR,V+R,,z,611241.85,20.57,.00003365
ManG2,All Words,Token,ALL,TR,V+R,,rs,611241.85,19.78,.00003236
ManG2,All Words,Token,ALL,TR,V+R,,b,611241.85,18.51,.00003029
ManG2,All Words,Token,ALL,TR,V+R,,f,611241.85,17.61,.00002881
ManG2,All Words,Token,ALL,TR,V+R,,ë,611241.85,2.59,.00000423
ManG2,All Words,Token,ALL,TR,V+R,,ch,611241.85,1.76,.00000289
ManG2,All Words,Token,ALL,TR,V+R,,ct,611241.85,0.34,.00000056
ManG2,All Words,Token,ALL,TR,V+R,,pt,611241.85,0.29,.00000047
ManG2,All Words,Token,ALL,TR,V+R,,bs,611241.85,0.25,.00000040
ManG2,All Words,Token,SUB,TR,V+R,,s,201861.64,68117.19,.33744494
ManG2,All Words,Token,SUB,TR,V+R,,t,201861.64,57592.95,.28530903
ManG2,All Words,Token,SUB,TR,V+R,,e,201861.64,34207.43,.16945979
ManG2,All Words,Token,SUB,TR,V+R,,x,201861.64,11230.80,.05563612
ManG2,All Words,Token,SUB,TR,V+R,,ts,201861.64,8014.66,.03970373
ManG2,All Words,Token,SUB,TR,V+R,,d,201861.64,7281.48,.03607165
ManG2,All Words,Token,SUB,TR,V+R,,es,201861.64,4588.75,.02273213
ManG2,All Words,Token,SUB,TR,V+R,,p,201861.64,2865.98,.01419775
ManG2,All Words,Token,SUB,TR,V+R,,ent,201861.64,2204.67,.01092170
ManG2,All Words,Token,SUB,TR,V+R,,ps,201861.64,1893.37,.00937953
ManG2,All Words,Token,SUB,TR,V+R,,ds,201861.64,1296.12,.00642086
ManG2,All Words,Token,SUB,TR,V+R,,r,201861.64,626.44,.00310329
ManG2,All Words,Token,SUB,TR,V+R,,c,201861.64,544.24,.00269610
ManG2,All Words,Token,SUB,TR,V+R,,g,201861.64,359.59,.00178137
ManG2,All Words,Token,SUB,TR,V+R,,fs,201861.64,213.89,.00105961
ManG2,All Words,Token,SUB,TR,V+R,,l,201861.64,211.07,.00104560
ManG2,All Words,Token,SUB,TR,V+R,,cs,201861.64,156.44,.00077498
ManG2,All Words,Token,SUB,TR,V+R,,gts,201861.64,110.65,.00054813
ManG2,All Words,Token,SUB,TR,V+R,,gt,201861.64,98.17,.00048632
ManG2,All Words,Token,SUB,TR,V+R,,gs,201861.64,87.83,.00043512
ManG2,All Words,Token,SUB,TR,V+R,,ls,201861.64,78.22,.00038752
ManG2,All Words,Token,SUB,TR,V+R,,z,201861.64,20.57,.00010188
ManG2,All Words,Token,SUB,TR,V+R,,rs,201861.64,19.78,.00009798
ManG2,All Words,Token,SUB,TR,V+R,,b,201861.64,18.51,.00009172
ManG2,All Words,Token,SUB,TR,V+R,,f,201861.64,17.61,.00008724
ManG2,All Words,Token,SUB,TR,V+R,,ë,201861.64,2.59,.00001282
ManG2,All Words,Token,SUB,TR,V+R,,ch,201861.64,1.76,.00000874
ManG2,All Words,Token,SUB,TR,V+R,,ct,201861.64,0.34,.00000170
ManG2,All Words,Token,SUB,TR,V+R,,pt,201861.64,0.29,.00000143
ManG2,All Words,Token,SUB,TR,V+R,,bs,201861.64,0.25,.00000123
ManG35,Uninflected,Type,ALL,TR,V+R,,#,7785,4113,.52832370
ManG35,Uninflected,Type,ALL,TR,V+R,,t,7785,1657,.21284522
ManG35,Uninflected,Type,ALL,TR,V+R,,e,7785,1307,.16788696
ManG35,Uninflected,Type,ALL,TR,V+R,,s,7785,266,.03416827
ManG35,Uninflected,Type,ALL,TR,V+R,,x,7785,232,.02980090
ManG35,Uninflected,Type,ALL,TR,V+R,,d,7785,133,.01708414
ManG35,Uninflected,Type,ALL,TR,V+R,,c,7785,18,.00231214
ManG35,Uninflected,Type,ALL,TR,V+R,,g,7785,11,.00141297
ManG35,Uninflected,Type,ALL,TR,V+R,,p,7785,10,.00128452
ManG35,Uninflected,Type,ALL,TR,V+R,,l,7785,9,.00115607
ManG35,Uninflected,Type,ALL,TR,V+R,,ds,7785,4,.00051381
ManG35,Uninflected,Type,ALL,TR,V+R,,ps,7785,4,.00051381
ManG35,Uninflected,Type,ALL,TR,V+R,,b,7785,3,.00038536
ManG35,Uninflected,Type,ALL,TR,V+R,,h,7785,3,.00038536
ManG35,Uninflected,Type,ALL,TR,V+R,,ct,7785,2,.00025690
ManG35,Uninflected,Type,ALL,TR,V+R,,f,7785,2,.00025690
ManG35,Uninflected,Type,ALL,TR,V+R,,gt,7785,2,.00025690
ManG35,Uninflected,Type,ALL,TR,V+R,,z,7785,2,.00025690
ManG35,Uninflected,Type,ALL,TR,V+R,,cs,7785,1,.00012845
ManG35,Uninflected,Type,ALL,TR,V+R,,ls,7785,1,.00012845
ManG35,Uninflected,Type,ALL,TR,V+R,,r,7785,1,.00012845
ManG35,Uninflected,Type,ALL,TR,V+R,,rs,7785,1,.00012845
ManG35,Uninflected,Type,ALL,TR,V+R,,th,7785,1,.00012845
ManG35,Uninflected,Type,ALL,TR,V+R,,ts,7785,1,.00012845
ManG35,Uninflected,Type,ALL,TR,V+R,,w,7785,1,.00012845
ManG35,Uninflected,Type,SUB,TR,V+R,,t,3672,1657,.45125272
ManG35,Uninflected,Type,SUB,TR,V+R,,e,3672,1307,.35593682
ManG35,Uninflected,Type,SUB,TR,V+R,,s,3672,266,.07244009
ManG35,Uninflected,Type,SUB,TR,V+R,,x,3672,232,.06318083
ManG35,Uninflected,Type,SUB,TR,V+R,,d,3672,133,.03622004
ManG35,Uninflected,Type,SUB,TR,V+R,,c,3672,18,.00490196
ManG35,Uninflected,Type,SUB,TR,V+R,,g,3672,11,.00299564
ManG35,Uninflected,Type,SUB,TR,V+R,,p,3672,10,.00272331
ManG35,Uninflected,Type,SUB,TR,V+R,,l,3672,9,.00245098
ManG35,Uninflected,Type,SUB,TR,V+R,,ds,3672,4,.00108932
ManG35,Uninflected,Type,SUB,TR,V+R,,ps,3672,4,.00108932
ManG35,Uninflected,Type,SUB,TR,V+R,,b,3672,3,.00081699
ManG35,Uninflected,Type,SUB,TR,V+R,,h,3672,3,.00081699
ManG35,Uninflected,Type,SUB,TR,V+R,,ct,3672,2,.00054466
ManG35,Uninflected,Type,SUB,TR,V+R,,f,3672,2,.00054466
ManG35,Uninflected,Type,SUB,TR,V+R,,gt,3672,2,.00054466
ManG35,Uninflected,Type,SUB,TR,V+R,,z,3672,2,.00054466
ManG35,Uninflected,Type,SUB,TR,V+R,,cs,3672,1,.00027233
ManG35,Uninflected,Type,SUB,TR,V+R,,ls,3672,1,.00027233
ManG35,Uninflected,Type,SUB,TR,V+R,,r,3672,1,.00027233
ManG35,Uninflected,Type,SUB,TR,V+R,,rs,3672,1,.00027233
ManG35,Uninflected,Type,SUB,TR,V+R,,th,3672,1,.00027233
ManG35,Uninflected,Type,SUB,TR,V+R,,ts,3672,1,.00027233
ManG35,Uninflected,Type,SUB,TR,V+R,,w,3672,1,.00027233
ManG35,Uninflected,Token,ALL,TR,V+R,,#,427212.42,301644.06,.70607512
ManG35,Uninflected,Token,ALL,TR,V+R,,s,427212.42,45550.43,.10662244
ManG35,Uninflected,Token,ALL,TR,V+R,,t,427212.42,35755.33,.08369450
ManG35,Uninflected,Token,ALL,TR,V+R,,e,427212.42,27574.32,.06454475
ManG35,Uninflected,Token,ALL,TR,V+R,,x,427212.42,5464.39,.01279080
ManG35,Uninflected,Token,ALL,TR,V+R,,d,427212.42,5141.90,.01203592
ManG35,Uninflected,Token,ALL,TR,V+R,,p,427212.42,2104.08,.00492514
ManG35,Uninflected,Token,ALL,TR,V+R,,ps,427212.42,1760.39,.00412065
ManG35,Uninflected,Token,ALL,TR,V+R,,r,427212.42,571.14,.00133690
ManG35,Uninflected,Token,ALL,TR,V+R,,g,427212.42,541.48,.00126748
ManG35,Uninflected,Token,ALL,TR,V+R,,c,427212.42,506.71,.00118609
ManG35,Uninflected,Token,ALL,TR,V+R,,gt,427212.42,185.79,.00043489
ManG35,Uninflected,Token,ALL,TR,V+R,,l,427212.42,180.29,.00042202
ManG35,Uninflected,Token,ALL,TR,V+R,,ds,427212.42,87.00,.00020364
ManG35,Uninflected,Token,ALL,TR,V+R,,ts,427212.42,53.00,.00012406
ManG35,Uninflected,Token,ALL,TR,V+R,,b,427212.42,25.65,.00006005
ManG35,Uninflected,Token,ALL,TR,V+R,,z,427212.42,24.91,.00005831
ManG35,Uninflected,Token,ALL,TR,V+R,,rs,427212.42,18.82,.00004404
ManG35,Uninflected,Token,ALL,TR,V+R,,f,427212.42,12.64,.00002959
ManG35,Uninflected,Token,ALL,TR,V+R,,ct,427212.42,5.68,.00001330
ManG35,Uninflected,Token,ALL,TR,V+R,,ls,427212.42,3.13,.00000733
ManG35,Uninflected,Token,ALL,TR,V+R,,cs,427212.42,0.95,.00000222
ManG35,Uninflected,Token,ALL,TR,V+R,,h,427212.42,0.25,.00000058
ManG35,Uninflected,Token,ALL,TR,V+R,,th,427212.42,0.04,.00000010
ManG35,Uninflected,Token,ALL,TR,V+R,,w,427212.42,0.02,.00000006
ManG35,Uninflected,Token,SUB,TR,V+R,,s,125568.36,45550.43,.36275404
ManG35,Uninflected,Token,SUB,TR,V+R,,t,125568.36,35755.33,.28474794
ManG35,Uninflected,Token,SUB,TR,V+R,,e,125568.36,27574.32,.21959608
ManG35,Uninflected,Token,SUB,TR,V+R,,x,125568.36,5464.39,.04351726
ManG35,Uninflected,Token,SUB,TR,V+R,,d,125568.36,5141.90,.04094897
ManG35,Uninflected,Token,SUB,TR,V+R,,p,125568.36,2104.08,.01675646
ManG35,Uninflected,Token,SUB,TR,V+R,,ps,125568.36,1760.39,.01401941
ManG35,Uninflected,Token,SUB,TR,V+R,,r,125568.36,571.14,.00454845
ManG35,Uninflected,Token,SUB,TR,V+R,,g,125568.36,541.48,.00431227
ManG35,Uninflected,Token,SUB,TR,V+R,,c,125568.36,506.71,.00403534
ManG35,Uninflected,Token,SUB,TR,V+R,,gt,125568.36,185.79,.00147960
ManG35,Uninflected,Token,SUB,TR,V+R,,l,125568.36,180.29,.00143581
ManG35,Uninflected,Token,SUB,TR,V+R,,ds,125568.36,87.00,.00069284
ManG35,Uninflected,Token,SUB,TR,V+R,,ts,125568.36,53.00,.00042209
ManG35,Uninflected,Token,SUB,TR,V+R,,b,125568.36,25.65,.00020429
ManG35,Uninflected,Token,SUB,TR,V+R,,z,125568.36,24.91,.00019839
ManG35,Uninflected,Token,SUB,TR,V+R,,rs,125568.36,18.82,.00014984
ManG35,Uninflected,Token,SUB,TR,V+R,,f,125568.36,12.64,.00010068
ManG35,Uninflected,Token,SUB,TR,V+R,,ct,125568.36,5.68,.00004525
ManG35,Uninflected,Token,SUB,TR,V+R,,ls,125568.36,3.13,.00002494
ManG35,Uninflected,Token,SUB,TR,V+R,,cs,125568.36,0.95,.00000757
ManG35,Uninflected,Token,SUB,TR,V+R,,h,125568.36,0.25,.00000198
ManG35,Uninflected,Token,SUB,TR,V+R,,th,125568.36,0.04,.00000033
ManG35,Uninflected,Token,SUB,TR,V+R,,w,125568.36,0.02,.00000019
ManG35,Inflected,Type,ALL,TR,V+R,,#,19478,6215,.31907793
ManG35,Inflected,Type,ALL,TR,V+R,,s,19478,4180,.21460109
ManG35,Inflected,Type,ALL,TR,V+R,,t,19478,3235,.16608481
ManG35,Inflected,Type,ALL,TR,V+R,,e,19478,1671,.08578910
ManG35,Inflected,Type,ALL,TR,V+R,,ent,19478,1600,.08214396
ManG35,Inflected,Type,ALL,TR,V+R,,es,19478,1532,.07865284
ManG35,Inflected,Type,ALL,TR,V+R,,ts,19478,644,.03306294
ManG35,Inflected,Type,ALL,TR,V+R,,x,19478,204,.01047335
ManG35,Inflected,Type,ALL,TR,V+R,,ds,19478,108,.00554472
ManG35,Inflected,Type,ALL,TR,V+R,,d,19478,34,.00174556
ManG35,Inflected,Type,ALL,TR,V+R,,cs,19478,12,.00061608
ManG35,Inflected,Type,ALL,TR,V+R,,gs,19478,9,.00046206
ManG35,Inflected,Type,ALL,TR,V+R,,ls,19478,7,.00035938
ManG35,Inflected,Type,ALL,TR,V+R,,ps,19478,7,.00035938
ManG35,Inflected,Type,ALL,TR,V+R,,fs,19478,4,.00020536
ManG35,Inflected,Type,ALL,TR,V+R,,ë,19478,3,.00015402
ManG35,Inflected,Type,ALL,TR,V+R,,cts,19478,2,.00010268
ManG35,Inflected,Type,ALL,TR,V+R,,bs,19478,1,.00005134
ManG35,Inflected,Type,ALL,TR,V+R,,c,19478,1,.00005134
ManG35,Inflected,Type,ALL,TR,V+R,,chs,19478,1,.00005134
ManG35,Inflected,Type,ALL,TR,V+R,,ës,19478,1,.00005134
ManG35,Inflected,Type,ALL,TR,V+R,,gts,19478,1,.00005134
ManG35,Inflected,Type,ALL,TR,V+R,,hs,19478,1,.00005134
ManG35,Inflected,Type,ALL,TR,V+R,,lx,19478,1,.00005134
ManG35,Inflected,Type,ALL,TR,V+R,,pt,19478,1,.00005134
ManG35,Inflected,Type,ALL,TR,V+R,,rs,19478,1,.00005134
ManG35,Inflected,Type,ALL,TR,V+R,,ths,19478,1,.00005134
ManG35,Inflected,Type,ALL,TR,V+R,,ws,19478,1,.00005134
ManG35,Inflected,Type,SUB,TR,V+R,,s,13263,4180,.31516248
ManG35,Inflected,Type,SUB,TR,V+R,,t,13263,3235,.24391163
ManG35,Inflected,Type,SUB,TR,V+R,,e,13263,1671,.12598960
ManG35,Inflected,Type,SUB,TR,V+R,,ent,13263,1600,.12063636
