ortho	freql
converti	0.68
converti	2.3
convertible	0.2
convertibles	0.14
convertie	0.27
convertie	0.07
convertie	0.88
converties	0.14
converties	0.07
converties	0.14
convertir	3.78
convertira	0.07
convertirai	0.0
convertirais	0.07
convertirait	0.14
convertirons	0.0
convertis	0.27
convertis	0.41
convertis	1.22
convertissaient	0.07
convertissais	0.07
convertissait	0.27
convertissant	0.27
convertisse	0.07
convertissent	0.2
convertisseur	0.0
convertisseurs	0.0
convertissez	0.07
convertissions	0.14
convertit	0.47
convertît	0.14
convexe	0.54
convexes	0.34
convexité	0.2
convia	0.81
conviaient	0.27
conviais	0.07
conviait	0.61
conviant	0.41
convict	0.0
conviction	31.49
convictions	5.74
convicts	0.07
convie	0.88
conviendra	0.61
conviendrai	0.07
conviendraient	0.07
conviendrais	0.0
conviendrait	2.57
conviendras	0.14
conviendrez	0.68
conviendrions	0.07
conviendrons	0.07
conviendront	0.07
convienne	0.74
conviennent	2.03
conviens	3.45
convient	0.68
convient	16.89
convier	0.41
conviera	0.07
convierai	0.0
convierait	0.07
conviez	0.0
convinrent	1.08
convins	0.27
convint	2.77
convions	0.0
convive	1.08
convives	5.41
convivial	0.14
conviviale	0.07
conviviales	0.07
convivialisez	0.07
convivialité	0.27
conviviaux	0.0
convièrent	0.07
convié	1.42
convié	0.14
conviée	0.27
conviée	0.0
conviées	0.14
conviés	1.35
conviés	0.27
convocable	0.0
convocation	3.18
convocations	0.47
convoi	11.35
convoie	0.0
convois	7.43
convoita	0.07
convoitaient	0.47
convoitais	0.61
convoitait	0.81
convoitant	0.14
convoite	0.47
convoitent	0.2
convoiter	0.34
convoiteras	0.0
convoiteront	0.0
convoiteur	0.07
convoiteux	0.07
convoitez	0.2
convoitise	4.05
convoitises	1.15
convoité	0.88
convoitée	0.54
convoitées	0.14
convoités	0.41
convola	0.07
convolait	0.07
convolant	0.07
convolent	0.07
convoler	0.2
convolèrent	0.0
convolé	0.14
convoqua	2.91
convoquai	0.41
convoquaient	0.2
convoquait	1.62
convoquant	0.41
convoque	2.16
convoquent	0.14
convoquer	2.09
convoquera	0.27
convoquerai	0.0
convoqueraient	0.07
convoquerait	0.2
convoquerez	0.0
convoqueront	0.0
convoquez	0.14
convoquions	0.07
convoquons	0.0
convoquât	0.14
convoquèrent	0.0
convoqué	5.81
convoquée	0.81
convoquées	0.2
convoqués	1.69
convoya	0.07
convoyage	0.14
convoyages	0.07
convoyaient	0.07
convoyait	0.2
convoyant	0.2
convoyer	0.81
convoyeur	0.54
convoyeurs	0.27
convoyeuse	0.14
convoyé	0.14
convoyée	0.07
convoyés	0.34
convulsa	0.07
convulsai	0.07
convulsais	0.07
convulsait	0.27
convulsant	0.14
convulse	0.14
convulser	0.07
convulsif	1.35
convulsifs	0.68
convulsion	1.28
convulsionnaire	0.07
convulsionnaire	0.14
convulsionne	0.14
convulsionnée	0.07
convulsions	0.0
convulsions	4.32
convulsive	0.41
convulsivement	1.35
convulsives	0.61
convulsé	0.34
convulsé	0.41
convulsée	0.14
convulsée	0.27
convulsées	0.07
convulsés	0.14
convulsés	0.0
convînmes	0.68
convînt	0.34
conçois	1.28
conçoit	2.03
conçoivent	0.47
conçu	6.01
conçu	0.81
conçue	1.62
conçue	0.47
conçues	0.68
conçues	0.14
conçurent	0.27
conçus	1.42
conçus	0.95
conçut	1.62
cooccupant	0.07
cookie	0.07
cookies	0.0
cool	3.18
coolie	0.2
coolie-pousse	0.0
coolies	0.2
coolos	0.41
cooptant	0.0
cooptation	0.14
coopter	0.07
coopté	0.0
coopère	0.07
coopèrent	0.14
coopères	0.07
coopé	0.27
coopérais	0.0
coopérait	0.07
coopérant	0.07
coopérant	0.0
coopérante	0.0
coopérants	0.07
coopérateur	0.0
coopératif	0.27
coopératifs	0.0
coopération	6.96
coopératisme	0.0
coopérative	0.14
coopérative	0.61
coopératives	0.07
coopératives	0.14
coopérer	0.54
coopérera	0.0
coopérerai	0.0
coopéreraient	0.14
coopérerais	0.0
coopérerez	0.0
coopéreriez	0.0
coopérerons	0.0
coopéreront	0.0
coopérez	0.0
coopériez	0.0
coopérions	0.0
coopérons	0.0
coopéré	0.07
coordinateur	0.0
coordinateur	0.07
coordinateurs	0.0
coordination	2.16
coordinatrice	0.0
coordinatrice	0.0
coordonna	0.07
coordonnaient	0.07
coordonnait	0.0
coordonnant	0.0
coordonnateur	0.0
coordonnateur	0.0
coordonne	0.14
coordonner	1.22
coordonnera	0.07
coordonnerait	0.07
coordonnez	0.0
coordonnons	0.07
coordonné	0.14
coordonné	0.07
coordonnée	0.07
coordonnée	0.0
coordonnées	0.2
coordonnées	1.55
coordonnés	0.07
cop	0.27
copain	34.05
copains	49.93
copal	0.0
copaïba	0.07
copeau	0.34
copeaux	5.07
copernicienne	0.14
copia	0.07
copiable	0.0
copiage	0.0
copiai	0.07
copiaient	0.27
copiais	0.07
copiait	0.47
copiant	0.41
copie	8.45
copie	1.42
copient	0.07
copier	2.7
copiera	0.0
copierai	0.0
copierait	0.07
copieras	0.34
copierez	0.14
copieront	0.07
copies	5.81
copies	0.07
copieur	0.07
copieurs	0.14
copieuse	0.88
copieuse	0.0
copieusement	2.57
copieuses	0.34
copieuses	0.0
copieux	1.82
copiez	0.0
copilote	0.0
copinage	0.27
copinait	0.14
copine	12.57
copiner	0.07
copines	6.82
copineur	0.07
copineurs	0.07
copineuse	0.07
copiniez	0.0
copiné	0.07
copiste	0.74
copistes	0.07
copié	1.15
copiée	0.54
copiées	0.2
copiés	0.34
copla	0.07
coppa	0.0
copra	0.07
coprins	0.07
coproculture	0.0
coproducteur	0.0
coproducteurs	0.07
coproduction	0.27
coproduire	0.07
coproduit	0.0
coprologie	0.07
coprologique	0.14
coprophage	0.07
coprophage	0.2
coprophagie	0.0
coprophile	0.07
coprophilie	0.0
copropriétaire	0.07
copropriétaires	0.2
copropriété	0.41
coprésidence	0.0
coprésident	0.0
cops	0.07
copte	0.07
copte	0.14
coptes	0.2
copula	0.07
copulait	0.07
copulant	0.07
copulant	0.07
copulation	0.41
copulations	0.07
copule	0.0
copulent	0.0
copuler	0.34
copulez	0.0
copulé	0.0
copyright	0.14
coq	15.68
coq-à-l'âne	0.14
coqs	3.45
coquard	0.34
coquards	0.07
coquart	0.07
coquarts	0.07
coque	9.93
coquebin	0.34
coquebin	0.2
coquelet	0.07
coquelicot	0.95
coquelicots	2.3
coquelle	0.07
coqueluche	2.43
coqueluches	0.0
coquemar	0.07
coquerelle	0.07
coquerie	0.0
coqueron	0.0
coques	2.7
coquet	2.7
coquetel	0.07
coqueter	0.0
coquetier	0.47
coquetiers	0.14
coquets	0.41
coquette	2.84
coquette	1.96
coquettement	0.41
coquetterie	6.22
coquetteries	0.81
coquettes	0.61
coquettes	0.27
coquillage	3.51
coquillages	6.96
coquillard	0.68
coquillards	0.07
coquillart	0.07
coquille	9.46
coquilles	3.99
coquillettes	0.61
coquilleux	0.07
coquin	1.35
coquin	2.43
coquine	0.88
coquine	0.27
coquinement	0.07
coquinerie	0.14
coquineries	0.07
coquines	0.47
coquines	0.07
coquinet	0.07
coquins	0.54
coquins	1.49
cor	2.36
cora	0.27
corail	0.61
corail	2.97
coralliaires	0.07
corallien	0.0
coralliens	0.0
coramine	0.07
coran	2.43
coranique	0.2
coraniques	0.14
coras	0.07
coraux	0.54
corbeau	3.92
corbeaux	4.93
corbeille	15.68
corbeilles	3.45
corbillard	3.72
corbillards	0.47
corbin	0.47
corbières	0.14
cordage	0.61
cordages	3.24
corde	31.76
corde	0.27
cordeau	1.62
cordeaux	0.14
cordelette	2.91
cordelettes	0.81
cordelier	0.2
cordeliers	1.22
cordelière	1.01
cordelières	0.34
cordelle	0.0
corder	0.0
corderie	0.14
cordes	16.62
cordes	0.0
cordial	1.22
cordial	1.96
cordiale	2.43
cordialement	1.82
cordiales	0.74
cordialité	3.65
cordialités	0.0
cordiaux	0.41
cordiers	0.74
cordiforme	0.2
cordiformes	0.07
cordillère	0.14
cordite	0.07
cordobas	0.0
cordon	9.19
cordon-bleu	0.07
cordonner	0.0
cordonnerie	0.2
cordonnet	0.61
cordonnets	0.2
cordonnier	2.91
cordonniers	0.95
cordonnière	0.07
cordonnées	0.0
cordons	0.0
cordons	3.04
cordons-bleus	0.07
cordouan	0.07
cordé	0.07
cordé	0.07
cordée	0.07
cordée	0.47
cordées	0.14
cordées	0.07
cordées	0.14
cordés	0.0
coreligionnaires	0.95
corelliens	0.0
coriace	1.69
coriaces	0.88
coriacité	0.07
coriandre	0.27
corindon	0.14
corinthe	0.07
corinthien	0.41
corinthien	0.0
corinthiennes	0.14
corinthiens	0.0
corinthiens	0.07
cormier	0.0
cormoran	0.54
cormorans	0.68
corn flakes	0.07
corn-flakes	0.0
corna	0.27
cornac	0.41
cornaient	0.07
cornais	0.07
cornait	0.2
cornaline	0.07
cornalines	0.07
cornant	0.2
cornaquaient	0.07
cornaquée	0.07
cornard	0.41
cornards	0.07
cornas	0.07
corne	9.8
corne	0.14
cornecul	0.2
corneille	0.47
corneilles	1.89
cornemuse	0.34
cornemuses	0.27
cornemuseur	0.0
cornent	0.07
corner	0.07
corner	1.49
corners	0.07
cornes	9.66
cornes	0.07
cornet	6.15
cornets	1.89
cornette	1.69
cornettes	1.01
corniaud	4.12
corniauds	1.22
corniche	5.74
corniches	1.28
cornichon	0.68
cornichons	1.62
cornillon	0.2
cornistes	0.2
cornières	0.34
cornouaillais	0.0
cornouille	0.07
cornouiller	0.14
cornouillers	0.2
cornouilles	0.07
cornu	0.61
cornue	0.34
cornue	0.47
cornues	0.14
cornues	0.61
cornus	0.54
cornèrent	0.07
corné	0.41
corné	0.07
cornée	0.2
cornée	0.41
cornée	1.08
cornéen	0.0
cornéenne	0.0
cornées	0.41
cornées	0.14
cornélien	0.27
cornélienne	0.2
cornéliennes	0.07
cornés	0.07
cornés	0.54
corollaire	0.68
corollaires	0.07
corolle	2.03
corolles	1.62
coron	0.54
corona	0.27
coronaire	0.0
coronaires	0.14
coronal	0.0
coronale	0.0
coronales	0.0
coronarien	0.0
coronarien	0.0
coronarienne	0.0
coroner	0.0
coroners	0.0
coronilles	0.2
corons	1.22
corozo	0.2
corporal	0.07
corporalisés	0.07
corporalité	0.07
corporatif	0.0
corporatifs	0.0
corporation	2.23
corporations	0.54
corporatisme	0.07
corporatiste	0.07
corporative	0.14
corporatives	0.07
corporel	0.34
corporelle	1.01
corporelles	0.61
corporels	0.74
corps	480.34
corps-mort	0.07
corpsard	0.07
corpulence	1.76
corpulent	1.08
corpulente	0.47
corpulentes	0.07
corpulents	0.14
corpus	0.88
corpus delicti	0.0
corpuscule	0.14
corpuscules	0.34
corral	0.95
corrals	0.14
correct	5.0
correcte	1.76
correctement	5.41
correctes	0.41
correcteur	0.34
correcteur	0.34
correcteurs	0.07
correcteurs	0.41
correctif	0.27
correctif	0.2
correction	4.53
correctionnaliser	0.07
correctionnel	0.0
correctionnelle	0.41
correctionnelle	1.69
correctionnelles	0.14
correctionnelles	0.14
correctionnels	0.0
corrections	1.55
corrective	0.14
corrector	0.14
correctrice	0.0
correctrices	0.07
corrects	1.01
corregidor	0.14
correspond	3.78
correspondaient	1.69
correspondais	0.2
correspondait	6.08
correspondance	11.89
correspondances	1.62
correspondancier	0.0
correspondant	1.62
correspondant	3.24
correspondant	2.7
correspondante	0.47
correspondante	0.27
correspondantes	0.27
correspondantes	0.2
correspondants	0.88
correspondants	2.16
corresponde	0.2
correspondent	1.55
correspondez	0.07
correspondiez	0.0
correspondions	0.07
correspondra	0.07
correspondrai	0.07
correspondraient	0.07
correspondrait	0.27
correspondre	1.76
correspondrons	0.0
corresponds	0.14
correspondu	0.47
correspondît	0.27
corrida	3.65
corridas	0.88
corridor	9.86
corridors	2.64
corrige	1.96
corrigea	1.55
corrigeai	0.2
corrigeaient	0.14
corrigeais	0.2
corrigeait	1.28
corrigeant	1.01
corrigent	0.34
corrigeons	0.07
corriger	6.82
corrigera	0.2
corrigerai	0.07
corrigerais	0.07
corrigerait	0.27
corrigeras	0.0
corrigerez	0.0
corrigerons	0.0
corriges	0.0
corrigez	0.0
corrigiez	0.0
corrigions	0.07
corrigé	1.01
corrigé	0.41
corrigé	0.14
corrigée	0.54
corrigée	0.47
corrigées	0.14
corrigées	0.07
corrigés	0.14
corrigés	0.14
corrigés	0.07
corrobora	0.07
corroboraient	0.07
corroborait	0.27
corroborant	0.0
corroboration	0.0
corrobore	0.2
corroborent	0.07
corroborer	0.41
corroborera	0.0
corroborèrent	0.07
corroboré	0.0
corroborées	0.0
corrodait	0.41
corrodant	0.07
corrodante	0.07
corrode	0.07
corrodent	0.07
corroder	0.07
corrodé	0.27
corrodée	0.2
corrodées	0.0
corrodés	0.14
corroierie	0.07
corrompais	0.0
corrompant	0.07
corrompe	0.07
corrompent	0.41
corrompez	0.0
corrompis	0.07
corrompra	0.07
corrompraient	0.0
corrompre	1.49
corromps	0.0
corrompt	0.34
corrompu	0.68
corrompu	0.61
corrompu	0.54
corrompue	0.41
corrompue	0.2
corrompues	0.07
corrompues	0.07
corrompus	0.2
corrompus	0.34
corrompus	0.07
corrosif	0.61
corrosifs	0.0
corrosion	0.2
corrosive	0.61
corrosives	0.14
corrupteur	0.14
corrupteur	0.34
corrupteurs	0.07
corruptible	0.0
corruptibles	0.07
corruption	3.45
corruptions	0.14
corruptrice	0.0
corruptrice	0.0
corruptrices	0.14
corrélatif	0.0
corrélation	0.2
corrélative	0.0
corrélativement	0.34
corréler	0.0
corréziennes	0.07
cors	1.55
corsa	0.07
corsage	12.23
corsages	2.91
corsaire	1.96
corsaires	1.62
corsait	0.27
corsant	0.07
corse	2.64
corse	1.22
corse	0.14
corselet	0.54
corselets	0.34
corsent	0.0
corser	0.74
corserait	0.07
corses	0.88
corses	0.68
corset	2.3
corseter	0.0
corsetière	0.07
corsets	0.61
corseté	0.34
corsetée	0.74
corsetées	0.2
corsetés	0.14
corso	1.01
corsos	0.07
corsé	0.14
corsé	0.81
corsée	0.2
corsée	0.34
corsées	0.07
corsés	0.0
corsés	0.07
cortes	0.0
cortex	0.14
cortical	0.07
corticale	0.0
corticales	0.0
corticaux	0.0
cortine	0.0
cortisol	0.0
cortisone	0.14
corton	0.27
cortège	18.11
cortèges	2.23
cortès	0.07
cortégeant	0.07
coruscant	0.07
coruscante	0.07
coruscants	0.14
coruscation	0.07
corvette	0.81
corvettes	0.74
corvéable	0.14
corvée	10.74
corvées	6.01
corybantes	0.07
coryphène	0.0
coryphée	0.07
coryste	0.07
coryza	0.68
coré	0.14
coréen	0.07
coréen	0.0
coréenne	0.0
coréenne	0.0
coréennes	0.0
coréennes	0.0
coréens	0.0
coréens	0.27
cosaque	1.22
cosaques	0.88
coseigneurs	0.07
cosigner	0.0
cosigné	0.0
cosinus	0.2
cosmique	3.31
cosmiquement	0.0
cosmiques	0.27
cosmo	0.07
cosmodromes	0.0
cosmogonie	0.2
cosmogonies	0.07
cosmogonique	0.07
cosmographie	0.14
cosmologie	0.07
cosmologique	0.0
cosmologiques	0.07
cosmologue	0.07
cosmonaute	0.54
cosmonautes	0.34
cosmopolite	1.96
cosmopolite	0.07
cosmopolites	0.54
cosmopolites	0.14
cosmopolitisme	0.47
cosmos	1.42
cosméticienne	0.07
cosmétique	0.2
cosmétique	0.27
cosmétiques	0.14
cosmétiques	0.54
cosmétiqué	0.07
cosmétiquée	0.14
cosmétiquées	0.07
cosmétiqués	0.07
cosmétologie	0.0
cosmétologue	0.0
cossard	0.14
cossard	0.14
cossarde	0.07
cossarde	0.07
cossards	0.07
cossards	0.27
cosse	0.2
cossent	0.07
cosses	0.47
cossu	1.96
cossue	1.08
cossues	0.61
cossus	0.88
cossus	0.07
costal	0.0
costale	0.0
costar	0.0
costard	5.34
costards	1.49
costaricain	0.0
costaud	5.27
costaud	3.31
costaude	0.27
costaudes	0.0
costauds	0.88
costauds	1.55
costaux	0.0
costume	44.19
costume	0.54
costumer	0.14
costumes	11.69
costumes	0.07
costumier	0.27
costumiers	0.14
costumière	0.07
costumé	0.41
costumé	0.54
costumée	0.2
costumée	0.14
costumées	0.07
costumés	0.34
costumés	0.41
cosy	0.2
cosy	0.88
cosy-corner	0.47
cosy-corners	0.07
cosys	0.07
cot cot codec	0.07
cota	0.0
cotait	0.0
cotation	0.14
cotations	0.14
cote	5.07
cote	0.27
coteau	5.2
coteaux	2.5
cotent	0.07
coter	0.2
coterie	1.15
coteries	0.41
cotes	0.41
cotes	0.0
cothurne	0.07
cothurnes	0.34
coties	0.07
cotillon	0.2
cotillons	0.61
cotisa	0.07
cotisaient	0.14
cotisais	0.07
cotisant	0.07
cotisant	0.14
cotisants	0.07
cotisation	0.74
cotisations	0.41
cotise	0.07
cotisent	0.0
cotiser	0.2
cotises	0.0
cotisèrent	0.07
cotisé	0.14
cotisées	0.0
cotisés	0.0
coton	24.66
coton-tige	0.0
cotonnade	2.23
cotonnades	0.95
cotonnait	0.07
cotonnant	0.07
cotonnerie	0.0
cotonneuse	0.95
cotonneuses	0.74
cotonneux	1.76
cotonnier	0.07
cotonnier	0.07
cotonnière	0.0
cotons	1.55
cotons-tiges	0.07
cotonéasters	0.07
cotre	1.76
cotres	0.2
cotrets	0.14
cotriade	0.07
cottage	0.47
cottages	0.2
cotte	2.23
cottes	1.82
coturne	0.07
cotylédons	0.07
cotât	0.07
coté	0.54
coté	0.47
cotée	0.2
cotée	0.2
cotées	0.27
cotées	0.14
cotés	0.27
cotés	0.47
cou	112.7
cou-de-pied	0.27
couac	0.81
couacs	0.2
couaille	0.14
couaquait	0.07
couaquer	0.27
couard	0.41
couard	0.34
couarde	0.0
couardise	0.54
couards	0.2
couards	0.14
coucha	7.57
couchage	1.28
couchai	1.35
couchaient	2.57
couchailler	0.07
couchais	2.57
couchait	11.89
couchant	4.8
couchant	6.82
couchant	2.23
couchants	0.14
couchants	0.34
couche	22.77
couche	18.11
couche-culotte	0.07
couchent	3.38
coucher	8.11
coucher	63.24
couchera	0.81
coucherai	1.28
coucheraient	0.2
coucherais	0.68
coucherait	1.42
coucheras	0.88
coucherez	0.54
coucherie	0.54
coucheries	0.61
coucheriez	0.07
coucherions	0.07
coucherons	0.61
coucheront	0.14
couchers	0.81
couches	10.14
couches	1.69
couches-culottes	0.2
couchette	5.0
couchettes	1.28
coucheur	0.34
coucheurs	0.14
coucheuse	0.0
couchez	1.49
couchiez	0.2
couchions	0.47
couchoir	0.07
couchons	0.41
couchâmes	0.14
couchât	0.41
couchèrent	2.3
couché	40.74
couché	7.77
couché	2.91
couchée	15.61
couchée	3.45
couchées	2.43
couchées	1.15
couchés	10.74
couchés	2.84
couci-couça	0.2
coucou	3.92
coucous	1.15
coud	0.68
coude	33.24
coudent	0.07
coudes	20.95
coudoie	0.07
coudoient	0.14
coudoyai	0.07
coudoyaient	0.2
coudoyais	0.07
coudoyant	0.07
coudoyer	0.14
coudoyons	0.07
coudoyé	0.07
coudra	0.07
coudrai	0.07
coudrais	0.0
coudrait	0.07
coudras	0.07
coudre	8.65
coudreuse	0.07
coudrier	10.07
coudriers	0.34
couds	0.2
coudé	0.14
coudé	0.41
coudée	0.14
coudée	0.07
coudée	0.2
coudées	0.07
coudées	0.14
coudées	1.35
couenne	1.49
couennes	0.34
couette	1.28
couettes	0.74
couffin	1.01
couffins	0.95
couguar	0.41
couguars	0.61
couic	1.22
couillard	0.07
couille	1.55
couilles	9.86
couillettes	0.27
couillon	1.22
couillon	1.76
couillonnade	0.14
couillonnades	0.27
couillonne	0.07
couillonnent	0.07
couillonner	0.34
couillonné	0.2
couillonnée	0.0
couillonnés	0.0
couillons	0.07
couillons	0.61
couillu	0.0
couillus	0.0
couina	0.2
couinaient	0.34
couinais	0.07
couinait	0.54
couinant	0.14
couinant	0.68
couine	0.41
couinement	0.68
couinements	1.08
couinent	0.2
couiner	1.01
couinerais	0.0
couineras	0.0
couineront	0.0
couines	0.0
couinez	0.14
couiné	0.27
coula	5.61
coulage	0.47
coulai	0.2
coulaient	7.03
coulais	0.27
coulait	26.62
coulant	2.64
coulant	0.41
coulant	4.66
coulante	0.0
coulants	0.27
coulants	0.07
coule	0.88
coule	20.41
coulemelle	0.07
coulent	5.0
couler	37.7
coulera	0.54
coulerai	0.2
couleraient	0.07
coulerais	0.0
coulerait	0.47
couleras	0.0
coulerez	0.07
couleront	0.0
coules	0.34
couleur	118.65
couleurs	80.07
couleuvre	1.55
couleuvres	1.35
couleuvrine	0.0
couleuvrines	0.2
coulez	0.0
couliez	0.07
coulions	0.07
coulis	0.61
coulis	0.68
coulissa	0.14
coulissaient	0.07
coulissait	0.54
coulissant	0.41
coulissant	0.54
coulissante	0.41
coulissantes	0.68
coulissants	0.14
coulisse	2.3
coulisse	0.14
coulissements	0.07
coulissent	0.14
coulisser	0.61
coulisses	6.76
coulisses	0.0
coulissier	0.14
coulissèrent	0.07
coulissé	0.07
coulissée	0.07
couloir	80.47
couloir-symbole	0.07
couloirs	24.05
coulombs	0.07
coulons	0.14
coulpe	0.14
coulure	0.07
coulures	0.34
coulât	0.2
coulèrent	1.08
coulé	8.24
coulé	0.81
coulé	0.2
coulée	0.81
coulée	0.74
coulée	7.43
coulées	0.47
coulées	0.54
coulées	2.36
coulés	0.88
coulés	0.34
